prefix,vendor,source,confidence,alt_sources,alt_vendors
6CE983,"Gastron Co., LTD.",ieee,1.0,"wireshark,nmap",Gastron | Gastron
6CEBB2,"Dongguan Sen DongLv Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",DongguanSenD | Dongguan Sen DongLv Electronics
6CEBB6,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
6CEC5A,"Hon Hai Precision Ind. CO.,Ltd.",ieee,1.0,"wireshark,nmap",HonHaiPrecis | Hon Hai Precision Ind.
6CECA1,SHENZHEN CLOU ELECTRONICS CO. LTD.,ieee,1.0,"wireshark,nmap",ClouElectron | Shenzhen Clou Electronics
6CECEB,Texas Instruments,ieee,1.0,"wireshark,nmap",TexasInstrum | Texas Instruments
6CED51,"NEXCONTROL Co.,Ltd",ieee,1.0,"wireshark,nmap",NEXCONTROL | Nexcontrol
6CEEF7,"shenzhen scodeno technology co., Ltd.",ieee,1.0,"wireshark,nmap",scodenotechn | shenzhen scodeno technology
6CEFBD,Cisco Meraki,ieee,1.0,"wireshark,nmap",CiscoMeraki | Cisco Meraki
6CEFC6,"SHENZHEN TWOWING TECHNOLOGIES CO.,LTD.",ieee,1.0,"wireshark,nmap",TwowingTechn | Shenzhen Twowing Technologies
6CF049,"GIGA-BYTE TECHNOLOGY CO.,LTD.",ieee,1.0,"wireshark,nmap",GigaByteTech | Giga-byte Technology
6CF17E,"Zhejiang Uniview Technologies Co.,Ltd.",ieee,1.0,"wireshark,nmap",ZhejiangUniv | Zhejiang Uniview Technologies
6CF2D8,CANON INC.,ieee,1.0,"wireshark,nmap",Canon | Canon
6CF373,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
6CF37F,Hewlett Packard Enterprise,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard Enterprise
6CF43D,VusionGroup,ieee,1.0,"wireshark,nmap",VusionGroup | VusionGroup
6CF5E8,Mooredoll Inc.,ieee,1.0,"wireshark,nmap",Mooredoll | Mooredoll
6CF6DA,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
6CF712,Nokia Solutions and Networks GmbH & Co. KG,ieee,1.0,"wireshark,nmap",NokiaSolutio | Nokia Solutions and Networks GmbH & KG
6CF784,Xiaomi Communications Co Ltd,ieee,1.0,"wireshark,nmap",XiaomiCommun | Xiaomi Communications
6CF97C,Nanoptix Inc.,ieee,1.0,"wireshark,nmap",Nanoptix | Nanoptix
6CF9D2,"CHENGDU POVODO ELECTRONIC TECHNOLOGY CO., LTD",ieee,1.0,"wireshark,nmap",PovodoElectr | Chengdu Povodo Electronic Technology
6CFA58,Avaya Inc,ieee,1.0,"wireshark,nmap",Avaya | Avaya
6CFA89,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
6CFAA7,"AMPAK Technology, Inc.",ieee,1.0,"wireshark,nmap",AMPAKTechnol | Ampak Technology
6CFBED,GN Audio A/S,ieee,1.0,"wireshark,nmap",GNAudio | GN Audio A/S
6CFD22,Silicon Laboratories,ieee,1.0,"wireshark,nmap",SiliconLabor | Silicon Laboratories
6CFDB9,Proware Technologies Co Ltd.,ieee,1.0,"wireshark,nmap",ProwareTechn | Proware Technologies
6CFE54,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
6CFFBE,MPB Communications Inc.,ieee,1.0,"wireshark,nmap",MPBCommunica | MPB Communications
6CFFCE,Sagemcom Broadband SAS,ieee,1.0,"wireshark,nmap",SagemcomBroa | Sagemcom Broadband SAS
700136,FATEK Automation Corporation,ieee,1.0,"wireshark,nmap",FATEKAutomat | Fatek Automation
7001B5,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
700258,01DB-METRAVIB,ieee,1.0,"wireshark,nmap",01DbMetravib | 01DB-Metravib
70033F,"Pimax Technology(ShangHai)Co.,Ltd",ieee,1.0,"wireshark,nmap",PimaxTechnol | Pimax Technology(ShangHai)Co.
70037E,Vantiva USA LLC,ieee,1.0,"wireshark,nmap",VantivaUSA | Vantiva USA
70039F,Espressif Inc.,ieee,1.0,"wireshark,nmap",Espressif | Espressif
70041D,Espressif Inc.,ieee,1.0,"wireshark,nmap",Espressif | Espressif
700433,California Things Inc.,ieee,1.0,"wireshark,nmap",CaliforniaTh | California Things
700514,LG Electronics (Mobile Communications),ieee,1.0,"wireshark,nmap",LGElectronic | LG Electronics (Mobile Communications)
700692,IEEE Registration Authority,ieee,1.0,"wireshark,nmap",GanghsanGuan | Ganghsan Guanglian
7006AC,"Eastcompeace Technology Co., Ltd",ieee,1.0,"wireshark,nmap",Eastcompeace | Eastcompeace Technology
700777,"OnTarget Technologies, Inc",ieee,1.0,"wireshark,nmap",OnTargetTech | OnTarget Technologies
700810,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
700894,Liteon Technology Corporation,ieee,1.0,"wireshark,nmap",LiteonTechno | Liteon Technology
700971,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
700B01,Sagemcom Broadband SAS,ieee,1.0,"wireshark,nmap",SagemcomBroa | Sagemcom Broadband SAS
700B4F,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
700BC0,Dewav Technology Company,ieee,1.0,"wireshark,nmap",DewavTechnol | Dewav Technology Company
700F6A,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
700FC7,"SHENZHEN IKINLOOP TECHNOLOGY CO.,LTD.",ieee,1.0,"wireshark,nmap",IkinloopTech | Shenzhen Ikinloop Technology
700FEC,Poindus Systems Corp.,ieee,1.0,"wireshark,nmap",Poindus | Poindus Systems
70105C,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
70106F,Hewlett Packard Enterprise,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard Enterprise
70110E,zte corporation,ieee,1.0,"wireshark,nmap",zte | zte
701124,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
701135,"Livesecu co., Ltd",ieee,1.0,"wireshark,nmap",Livesecu | Livesecu
7011AE,Music Life LTD,ieee,1.0,"wireshark,nmap",MusicLife | Music Life
701301,Vantiva - Connected Home,ieee,1.0,"wireshark,nmap",VantivaConne | Vantiva - Connected Home
701384,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
701404,Limited Liability Company,ieee,1.0,"wireshark,nmap",LimitedLiabi | Limited Liability Company
7014A6,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
7015FB,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
70169F,EtherCAT Technology Group,ieee,1.0,"wireshark,nmap",EtherCATTech | EtherCAT Technology Group
7017D7,"Shanghai Enflame Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",EnflameTechn | Shanghai Enflame Technology
70188B,"Hon Hai Precision Ind. Co.,Ltd.",ieee,1.0,"wireshark,nmap",HonHaiPrecis | Hon Hai Precision Ind.
7018A7,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
70192F,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
701988,"Nanjing Qinheng Microelectronics Co., Ltd.",ieee,1.0,"wireshark,nmap",NanjingQinhe | Nanjing Qinheng Microelectronics
701A04,Liteon Technology Corporation,ieee,1.0,"wireshark,nmap",LiteonTechno | Liteon Technology
701AB8,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
701AD5,Avigilon Alta,ieee,1.0,"wireshark,nmap",AvigilonAlta | Avigilon Alta
701AED,"ADVAS CO., LTD.",ieee,1.0,"wireshark,nmap",Advas | Advas
701BFB,Integrated Device Technology (Malaysia) Sdn. Bhd.,ieee,1.0,"wireshark,nmap",IntegratedDe | Integrated Device Technology (Malaysia) Sdn. Bhd.
701CE7,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
701D08,"99IOT Shenzhen co.,ltd",ieee,1.0,"wireshark,nmap",99IOTShenzhe | 99IOT Shenzhen
701D7F,"Comtech Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",ComtechTechn | Comtech Technology
701DC4,"NorthStar Battery Company, LLC",ieee,1.0,"wireshark,nmap",NorthStarBat | NorthStar Battery Company
701E68,"Hanna Instruments, Inc.",ieee,1.0,"wireshark,nmap",HannaInstrum | Hanna Instruments
701F0B,WILOGY SRL,ieee,1.0,"wireshark,nmap",Wilogy | Wilogy SRL
701F3C,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
701F53,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
702084,"Hon Hai Precision Industry Co., Ltd.",ieee,1.0,"wireshark,nmap",HonHaiPrecis | Hon Hai Precision Industry
70217F,Xiaomi Communications Co Ltd,ieee,1.0,"wireshark,nmap",XiaomiCommun | Xiaomi Communications
7022FE,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
702393,fos4X GmbH,ieee,1.0,"wireshark,nmap",fos4X | fos4X GmbH
702526,Nokia,ieee,1.0,"wireshark,nmap",Nokia | Nokia
702559,CyberTAN Technology Inc.,ieee,1.0,"wireshark,nmap",CyberTANTech | CyberTAN Technology
702605,SONY Visual Products Inc.,ieee,1.0,"wireshark,nmap",SONYVisualPr | Sony Visual Products
702661,"Universal Global Scientific Industrial., Ltd",ieee,1.0,"wireshark,nmap",UniversalGlo | Universal Global Scientific Industrial.
702804,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",ieee,1.0,"wireshark,nmap",RealmeChongq | Realme Chongqing Mobile Telecommunications
70288B,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
702900,"Shenzhen ChipTrip Technology Co,Ltd",ieee,1.0,"wireshark,nmap",ChipTripTech | Shenzhen ChipTrip Technology
702A7D,EpSpot AB,ieee,1.0,"wireshark,nmap",EpSpot | EpSpot AB
702AD5,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
702AD7,"New H3C Intelligence Terminal Co., Ltd.",ieee,1.0,"wireshark,nmap",NewH3CIntell | New H3C Intelligence Terminal
702B1D,E-Domus International Limited,ieee,1.0,"wireshark,nmap",EDomusIntern | E-Domus International Limited
702C09,"Nintendo Co.,Ltd",ieee,1.0,"wireshark,nmap",Nintendo | Nintendo
702C1F,Wisol,ieee,1.0,"wireshark,nmap",Wisol | Wisol
702D84,i4C Innovations,ieee,1.0,"wireshark,nmap",i4CInnovatio | i4C Innovations
702DD1,"Newings Communication CO., LTD.",ieee,1.0,"wireshark,nmap",NewingsCommu | Newings Communication
702E22,zte corporation,ieee,1.0,"wireshark,nmap",zte | zte
702E80,DIEHL Connectivity Solutions,ieee,1.0,"wireshark,nmap",DIEHLConnect | Diehl Connectivity Solutions
702ED9,"Guangzhou Shiyuan Electronics Co., Ltd.",ieee,1.0,"wireshark,nmap",GuangzhouShi | Guangzhou Shiyuan Electronics
702F35,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
702F4B,Steelcase Inc.,ieee,1.0,"wireshark,nmap",Steelcase | Steelcase
702F86,Marquardt GmbH,ieee,1.0,"wireshark,nmap",Marquardt | Marquardt GmbH
702F97,Aava Mobile Oy,ieee,1.0,"wireshark,nmap",AavaMobile | Aava Mobile Oy
703018,Avaya Inc,ieee,1.0,"wireshark,nmap",Avaya | Avaya
70305D,Ubiquoss Inc,ieee,1.0,"wireshark,nmap",Ubiquoss | Ubiquoss
70305E,"Nanjing Zhongke Menglian Information Technology Co.,LTD",ieee,1.0,"wireshark,nmap",NanjingZhong | Nanjing Zhongke Menglian Information Technology
70317F,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
703187,ACX GmbH,ieee,1.0,"wireshark,nmap",ACX | ACX GmbH
703217,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
7032D5,Athena Wireless Communications Inc,ieee,1.0,"wireshark,nmap",AthenaWirele | Athena Wireless Communications
703509,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
70357B,"vivo Mobile Communication Co., Ltd.",ieee,1.0,"wireshark,nmap",vivoMobileCo | vivo Mobile Communication
7036B2,Focusai Corp,ieee,1.0,"wireshark,nmap",Focusai | Focusai
70378E,Tianyi Telecom Terminals Company Limited,ieee,1.0,"wireshark,nmap",TianyiTeleco | Tianyi Telecom Terminals Company Limited
703811,Siemens Mobility Limited,ieee,1.0,"wireshark,nmap",SiemensMobil | Siemens Mobility Limited
7038B4,Low Tech Solutions,ieee,1.0,"wireshark,nmap",LowTechSolut | Low Tech Solutions
7038EE,Avaya Inc,ieee,1.0,"wireshark,nmap",Avaya | Avaya
703A0E,Hewlett Packard Enterprise,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard Enterprise
703A2D,"Shenzhen V-Link Technology CO., LTD.",ieee,1.0,"wireshark,nmap",VLinkTechnol | Shenzhen V-Link Technology
703A51,Xiaomi Communications Co Ltd,ieee,1.0,"wireshark,nmap",XiaomiCommun | Xiaomi Communications
703A73,Shenzhen Sundray Technologies company Limited,ieee,1.0,"wireshark,nmap",SundrayTechn | Shenzhen Sundray Technologies company Limited
703A8C,"Shenzhen Skyworth Digital  Technology  CO., Ltd",ieee,1.0,"wireshark,nmap",SkyworthDigi | Shenzhen Skyworth Digital  Technology
703AA6,"New H3C Technologies Co., Ltd",ieee,1.0,"wireshark,nmap",NewH3CTechno | New H3C Technologies
703ACB,"Google, Inc.",ieee,1.0,"wireshark,nmap",Google | Google
703AD8,"Shenzhen Afoundry Electronic Co., Ltd",ieee,1.0,"wireshark,nmap",AfoundryElec | Shenzhen Afoundry Electronic
703C03,"RadiAnt Co.,Ltd",ieee,1.0,"wireshark,nmap",RadiAnt | RadiAnt
703C39,SEAWING Kft,ieee,1.0,"wireshark,nmap",SEAWINGKft | Seawing Kft
703C69,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
703D15,"Hangzhou H3C Technologies Co., Limited",ieee,1.0,"wireshark,nmap","H3CTechnolog | Hangzhou H3C Technologies, Limited"
703E76,Arcadyan Corporation,ieee,1.0,"wireshark,nmap",Arcadyan | Arcadyan
703E97,Iton Technology Corp.,ieee,1.0,"wireshark,nmap",ItonTechnolo | Iton Technology
703EAC,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
7040FF,"Huawei Device Co., Ltd.",ieee,1.0,"wireshark,nmap",HuaweiDevice | Huawei Device
7041B7,Edwards Lifesciences LLC,ieee,1.0,"wireshark,nmap",EdwardsLifes | Edwards Lifesciences
7042D3,"Ruijie Networks Co.,LTD",ieee,1.0,"wireshark,nmap",RuijieNetwor | Ruijie Networks
70441C,"SHENZHEN KAIFA TECHNOLOGY CO.,LTD.",ieee,1.0,"wireshark,nmap",KaifaTechnol | Shenzhen Kaifa Technology
704642,"CHYNG HONG ELECTRONIC CO., LTD.",ieee,1.0,"wireshark,nmap",ChyngHongEle | Chyng Hong Electronic
704698,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
704777,Ruckus Wireless,ieee,1.0,"wireshark,nmap",RuckusWirele | Ruckus Wireless
7047E9,"vivo Mobile Communication Co., Ltd.",ieee,1.0,"wireshark,nmap",vivoMobileCo | vivo Mobile Communication
70480F,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
7048B5,"CTS System Co., LTD.",ieee,1.0,"wireshark,nmap",CTSSystem | CTS System
7048F7,"Nintendo Co.,Ltd",ieee,1.0,"wireshark,nmap",Nintendo | Nintendo
7049A2,Zyxel Communications Corporation,ieee,1.0,"wireshark,nmap",ZyxelCommuni | Zyxel Communications
704A0E,"AMPAK Technology,Inc.",ieee,1.0,"wireshark,nmap",AMPAKTechnol | Ampak Technology
704AAE,Xstream Flow (Pty) Ltd,ieee,1.0,"wireshark,nmap",XstreamFlow | Xstream Flow (Pty)
704AE4,Rinstrum Pty Ltd,ieee,1.0,"wireshark,nmap",Rinstrum | Rinstrum
704BCA,Espressif Inc.,ieee,1.0,"wireshark,nmap",Espressif | Espressif
704CA2,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
704CA5,"Fortinet, Inc.",ieee,1.0,"wireshark,nmap",Fortinet | Fortinet
704CB6,"Shenzhen SuperElectron Technology Co.,Ltd.",ieee,1.0,"wireshark,nmap",SuperElectro | Shenzhen SuperElectron Technology
704CED,"TMRG, Inc.",ieee,1.0,"wireshark,nmap",TMRG | Tmrg
704D7B,ASUSTek COMPUTER INC.,ieee,1.0,"wireshark,nmap",ASUSTekCOMPU | ASUSTek Computer
704DE7,TECNO MOBILE LIMITED,ieee,1.0,"wireshark,nmap",TecnoMobile | Tecno Mobile Limited
704E01,"KWANGWON TECH CO., LTD.",ieee,1.0,"wireshark,nmap",KwangwonTech | Kwangwon Tech
704E66,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",FastTechnolo | Shenzhen Fast Technologies
704E6B,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
704EE0,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
704F08,"Shenzhen Huisheng Information Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",HuishengInfo | Shenzhen Huisheng Information Technology
704F57,"TP-LINK TECHNOLOGIES CO.,LTD.",ieee,1.0,"wireshark,nmap",TpLinkTechno | TP-Link Technologies
704FB8,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
7050AF,SKY UK LIMITED,ieee,1.0,"wireshark,nmap",SkyUk | SKY UK Limited
7050E7,IEEE Registration Authority,ieee,1.0,"wireshark,nmap",Kfbio | Kfbio (Konfoong Bioinformation Tech
7052C5,Avaya Inc,ieee,1.0,"wireshark,nmap",Avaya | Avaya
7052D8,ITEL MOBILE LIMITED,ieee,1.0,"wireshark,nmap",ItelMobile | Itel Mobile Limited
70533F,Alfa Instrumentos Eletronicos Ltda.,ieee,1.0,"wireshark,nmap",AlfaInstrume | Alfa Instrumentos Eletronicos Ltda.
705425,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
705464,Silicon Laboratories,ieee,1.0,"wireshark,nmap",SiliconLabor | Silicon Laboratories
7054B4,Vestel Elektronik San ve Tic. A.S.,ieee,1.0,"wireshark,nmap",VestelElektr | Vestel Elektronik San ve Tic. A.S.
7054D2,PEGATRON CORPORATION,ieee,1.0,"wireshark,nmap",Pegatron | Pegatron
7054F5,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
7055F8,Cerebras Systems Inc,ieee,1.0,"wireshark,nmap",Cerebras | Cerebras Systems
705681,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
7057BF,"New H3C Technologies Co., Ltd",ieee,1.0,"wireshark,nmap",NewH3CTechno | New H3C Technologies
705812,Panasonic Corporation AVC Networks Company,ieee,1.0,"wireshark,nmap",PanasonicAVC | Panasonic AVC Networks Company
705846,Trig Avionics Limited,ieee,1.0,"wireshark,nmap",TrigAvionics | Trig Avionics Limited
705896,InShow Technology,ieee,1.0,"wireshark,nmap",InShowTechno | InShow Technology
7058A4,Actiontec Electronics Inc.,ieee,1.0,"wireshark,nmap",ActiontecEle | Actiontec Electronics
705957,Medallion Instrumentation Systems,ieee,1.0,"wireshark,nmap",MedallionIns | Medallion Instrumentation Systems
705986,OOO TTV,ieee,1.0,"wireshark,nmap",OooTtv | OOO TTV
705A0F,Hewlett Packard,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard
705A6F,IEEE Registration Authority,ieee,1.0,"wireshark,nmap",HallTechnolo | Hall Technologies
705A9E,Vantiva USA LLC,ieee,1.0,"wireshark,nmap",VantivaUSA | Vantiva USA
705AAC,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
705AB6,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",ieee,1.0,"wireshark,nmap",CompalInform | Compal Information (Kunshan)
705B2E,M2Communication Inc.,ieee,1.0,"wireshark,nmap",M2Communicat | M2Communication
705CAD,Konami Gaming Inc,ieee,1.0,"wireshark,nmap",KonamiGaming | Konami Gaming
705DCC,EFM Networks,ieee,1.0,"wireshark,nmap",EFMNetworks | EFM Networks
705E55,Realme Chongqing MobileTelecommunications Corp Ltd,ieee,1.0,"wireshark,nmap",RealmeChongq | Realme Chongqing MobileTelecommunications
705EAA,"Action Target, Inc.",ieee,1.0,"wireshark,nmap",ActionTarget | Action Target
705FA3,Xiaomi Communications Co Ltd,ieee,1.0,"wireshark,nmap",XiaomiCommun | Xiaomi Communications
7060DE,LaVision GmbH,ieee,1.0,"wireshark,nmap",LaVision | LaVision GmbH
706173,Calantec GmbH,ieee,1.0,"wireshark,nmap",Calantec | Calantec GmbH
70617B,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
7061BE,WNC Corporation,ieee,1.0,"wireshark,nmap",WNC | WNC
7061EE,"Sunwoda Electronic Co.,Ltd",ieee,1.0,"wireshark,nmap",SunwodaElect | Sunwoda Electronic
7062B8,D-Link International,ieee,1.0,"wireshark,nmap",DLinkInterna | D-Link International
706417,ORBIS TECNOLOGIA ELECTRICA S.A.,ieee,1.0,"wireshark,nmap",OrbisTecnolo | Orbis Tecnologia Electrica
706582,"Suzhou Hanming Technologies Co., Ltd.",ieee,1.0,"wireshark,nmap",SuzhouHanmin | Suzhou Hanming Technologies
7065A3,"Kandao lightforge Co., Ltd.",ieee,1.0,"wireshark,nmap",Kandaolightf | Kandao lightforge
70661B,Sonova AG,ieee,1.0,"wireshark,nmap",Sonova | Sonova AG
70662A,Sony Interactive Entertainment Inc.,ieee,1.0,"wireshark,nmap",SonyInteract | Sony Interactive Entertainment
706655,AzureWave Technology Inc.,ieee,1.0,"wireshark,nmap",AzureWaveTec | AzureWave Technology
7066B9,"Huawei Device Co., Ltd.",ieee,1.0,"wireshark,nmap",HuaweiDevice | Huawei Device
7066E1,dnt Innovation GmbH,ieee,1.0,"wireshark,nmap",dntInnovatio | dnt Innovation GmbH
706871,FN-LINK TECHNOLOGY Ltd.,ieee,1.0,"wireshark,nmap",FNLINKTECHNO | FN-Link Technology
706879,"Saijo Denki International Co., Ltd.",ieee,1.0,"wireshark,nmap",SaijoDenkiIn | Saijo Denki International
70695A,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
706979,IEEE Registration Authority,ieee,1.0,"wireshark,nmap",BasIpLp | BAS-IP LP
706AC9,zte corporation,ieee,1.0,"wireshark,nmap",zte | zte
706BB9,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
706D15,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
706DEC,Wifi-soft LLC,ieee,1.0,"wireshark,nmap",Wifisoft | Wifi-soft
706E10,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
706E6D,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
706F81,Private,ieee,1.0,"wireshark,nmap",Private | Private
70700D,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
707013,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
70704C,"Purple Communications, Inc",ieee,1.0,"wireshark,nmap",PurpleCommun | Purple Communications
70708B,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
7070AA,Amazon Technologies Inc.,ieee,1.0,"wireshark,nmap",AmazonTechno | Amazon Technologies
7070D5,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,wireshark,HuaweiTechno
7070FC,GOLD&WATER INDUSTRIAL LIMITED,ieee,1.0,"wireshark,nmap",Gold&WaterIn | Gold&Water Industrial Limited
7071B3,Brain Corporation,ieee,1.0,"wireshark,nmap",Brain | Brain
7071BC,PEGATRON CORPORATION,ieee,1.0,"wireshark,nmap",Pegatron | Pegatron
70720D,Lenovo Mobile Communication Technology Ltd.,ieee,1.0,"wireshark,nmap",LenovoMobile | Lenovo Mobile Communication Technology
70723C,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
7072CF,EdgeCore Networks,ieee,1.0,"wireshark,nmap",EdgeCoreNetw | EdgeCore Networks
7072FE,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
707362,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
7073CB,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
707414,"Murata Manufacturing Co., Ltd.",ieee,1.0,"wireshark,nmap",MurataManufa | Murata Manufacturing
707630,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
7076DD,OxyGuard Internation A/S,ieee,1.0,"wireshark,nmap",OxyGuardInte | OxyGuard Internation A/S
7076F0,LevelOne Communications (India) Private Limited,ieee,1.0,"wireshark,nmap",LevelOneComm | LevelOne Communications (India) Private Limited
7076FF,KERLINK,ieee,1.0,"wireshark,nmap",Kerlink | Kerlink
707781,"Hon Hai Precision Ind. Co.,Ltd.",ieee,1.0,"wireshark,nmap",HonHaiPrecis | Hon Hai Precision Ind.
70788B,"vivo Mobile Communication Co., Ltd.",ieee,1.0,"wireshark,nmap",vivoMobileCo | vivo Mobile Communication
70792D,"Mellanox Technologies, Inc.",ieee,1.0,"wireshark,nmap",MellanoxTech | Mellanox Technologies
707938,"Wuxi Zhanrui Electronic Technology Co.,LTD",ieee,1.0,"wireshark,nmap",WuxiZhanruiE | Wuxi Zhanrui Electronic Technology
707990,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
7079B3,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
707BE8,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
707C18,"ADATA Technology Co., Ltd",ieee,1.0,"wireshark,nmap",ADATATechnol | Adata Technology
707C69,Avaya Inc,ieee,1.0,"wireshark,nmap",Avaya | Avaya
707CE3,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
707D95,Shenzhen City LinwlanTechnology Co. Ltd.,ieee,1.0,"wireshark,nmap",CityLinwlanT | Shenzhen City LinwlanTechnology
707DA1,Sagemcom Broadband SAS,ieee,1.0,"wireshark,nmap",SagemcomBroa | Sagemcom Broadband SAS
707DAF,Plucent AB,ieee,1.0,"wireshark,nmap",Plucent | Plucent AB
707DB9,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
707E43,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
707EDE,NASTEC LTD.,ieee,1.0,"wireshark,nmap",Nastec | Nastec
707FF2,"Telechips, Inc.",ieee,1.0,"wireshark,nmap",Telechips | Telechips
