prefix,vendor,source,confidence,alt_sources,alt_vendors
000114,"KANDA TSUSHIN KOGYO CO., LTD.",ieee,1.0,"wireshark,nmap",KandaTsushin | Kanda Tsushin Kogyo
000115,EXTRATECH CORPORATION,ieee,1.0,"wireshark,nmap",Extratech | Extratech
000116,"Netspect Technologies, Inc.",ieee,1.0,"wireshark,nmap",NetspectTech | Netspect Technologies
000117,Canal +,ieee,1.0,"wireshark,nmap",Canal | Canal +
000118,"EZ Digital Co., Ltd.",ieee,1.0,"wireshark,nmap",EZDigital | EZ Digital
000119,RTUnet (Australia),ieee,1.0,"wireshark,nmap",RTUnet | RTUnet (Australia)
00011A,Hoffmann und Burmeister GbR,ieee,1.0,"wireshark,nmap",HoffmannundB | Hoffmann und Burmeister GbR
00011B,"Unizone Technologies, Inc.",ieee,1.0,"wireshark,nmap",UnizoneTechn | Unizone Technologies
00011C,Universal Talkware Corporation,ieee,1.0,"wireshark,nmap",UniversalTal | Universal Talkware
00011D,Centillium Communications,ieee,1.0,"wireshark,nmap",CentilliumCo | Centillium Communications
00011E,"Precidia Technologies, Inc.",ieee,1.0,"wireshark,nmap",PrecidiaTech | Precidia Technologies
00011F,"RC Networks, Inc.",ieee,1.0,"wireshark,nmap",RCNetworks | RC Networks
000120,OSCILLOQUARTZ S.A.,ieee,1.0,"wireshark,nmap",Oscilloquart | Oscilloquartz
000121,"WatchGuard Technologies, Inc.",ieee,1.0,"wireshark,nmap",WatchGuardTe | WatchGuard Technologies
000122,"Trend Communications, Ltd.",ieee,1.0,"wireshark,nmap",TrendCommuni | Trend Communications
000123,Schneider Electric Japan Holdings Ltd.,ieee,1.0,"wireshark,nmap",SchneiderEle | Schneider Electric Japan Holdings
000124,Acer Incorporated,ieee,1.0,"wireshark,nmap",Acer | Acer Incorporated
000125,"YAESU MUSEN CO., LTD.",ieee,1.0,"wireshark,nmap",YaesuMusen | Yaesu Musen
000126,PAC Labs,ieee,1.0,"wireshark,nmap",PACLabs | PAC Labs
000127,OPEN Networks Pty Ltd,ieee,1.0,"wireshark,nmap",OPENNetworks | Open Networks
000128,"EnjoyWeb, Inc.",ieee,1.0,"wireshark,nmap",EnjoyWeb | EnjoyWeb
000129,DFI Inc.,ieee,1.0,"wireshark,nmap",DFI | DFI
00012A,Telematica Sistems Inteligente,ieee,1.0,"wireshark,nmap",TelematicaSi | Telematica Sistems Inteligente
00012B,"TELENET Co., Ltd.",ieee,1.0,"wireshark,nmap",TELENET | Telenet
00012C,"Aravox Technologies, Inc.",ieee,1.0,"wireshark,nmap",AravoxTechno | Aravox Technologies
00012D,Komodo Technology,ieee,1.0,"wireshark,nmap",KomodoTechno | Komodo Technology
00012E,PC Partner Ltd.,ieee,1.0,"wireshark,nmap",PCPartner | PC Partner
00012F,Twinhead International Corp,ieee,1.0,"wireshark,nmap",TwinheadInte | Twinhead International
000130,Extreme Networks Headquarters,ieee,1.0,"wireshark,nmap",ExtremeNetwo | Extreme Networks Headquarters
000131,"Bosch Security Systems, Inc.",ieee,1.0,"wireshark,nmap",BoschSecurit | Bosch Security Systems
000132,Dranetz - BMI,ieee,1.0,"wireshark,nmap",DranetzBMI | Dranetz - BMI
000133,KYOWA Electronic Instruments C,ieee,1.0,"wireshark,nmap",KYOWAElectro | Kyowa Electronic Instruments C
000134,Selectron Systems AG,ieee,1.0,"wireshark,nmap",Selectron | Selectron Systems AG
000135,KDC Corp.,ieee,1.0,"wireshark,nmap",KDC | KDC
000136,CyberTAN Technology Inc.,ieee,1.0,"wireshark,nmap",CyberTANTech | CyberTAN Technology
000137,IT Farm Corporation,ieee,1.0,"wireshark,nmap",ITFarm | IT Farm
000138,XAVi Technologies Corp.,ieee,1.0,"wireshark,nmap",XAViTechnolo | XAVi Technologies
000139,Point Multimedia Systems,ieee,1.0,"wireshark,nmap",PointMultime | Point Multimedia Systems
00013A,"SHELCAD COMMUNICATIONS, LTD.",ieee,1.0,"wireshark,nmap",ShelcadCommu | Shelcad Communications
00013B,BNA SYSTEMS,ieee,1.0,"wireshark,nmap",Bna | BNA Systems
00013C,TIW SYSTEMS,ieee,1.0,"wireshark,nmap",Tiw | TIW Systems
00013D,RiscStation Ltd.,ieee,1.0,"wireshark,nmap",RiscStation | RiscStation
00013E,Ascom Tateco AB,ieee,1.0,"wireshark,nmap",AscomTateco | Ascom Tateco AB
00013F,"Neighbor World Co., Ltd.",ieee,1.0,"wireshark,nmap",NeighborWorl | Neighbor World
000140,Sendtek Corporation,ieee,1.0,"wireshark,nmap",Sendtek | Sendtek
000141,CABLE PRINT,ieee,1.0,"wireshark,nmap",CablePrint | Cable Print
000142,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
000143,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
000144,Dell EMC,ieee,1.0,"wireshark,nmap",DellEMC | Dell EMC
000145,"WINSYSTEMS, INC.",ieee,1.0,"wireshark,nmap",Winsystems | Winsystems
000146,"Tesco Controls, Inc.",ieee,1.0,"wireshark,nmap",TescoControl | Tesco Controls
000147,"Zhone Technologies, Inc.",ieee,1.0,"wireshark,nmap",ZhoneTechnol | Zhone Technologies
000148,X-traWeb Inc.,ieee,1.0,"wireshark,nmap",XtraWeb | X-traWeb
000149,TDT AG,ieee,1.0,"wireshark,nmap",Tdt | TDT AG
00014A,Sony Corporation,ieee,1.0,"wireshark,nmap",Sony | Sony
00014B,"Ennovate Networks, Inc.",ieee,1.0,"wireshark,nmap",EnnovateNetw | Ennovate Networks
00014C,Berkeley Process Control,ieee,1.0,"wireshark,nmap",BerkeleyProc | Berkeley Process Control
00014D,"Shin Kin Enterprises Co., Ltd",ieee,1.0,"wireshark,nmap",ShinKinEnter | Shin Kin Enterprises
00014E,"WIN Enterprises, Inc.",ieee,1.0,"wireshark,nmap",WINEnterpris | WIN Enterprises
00014F,Adtran Inc,ieee,1.0,"wireshark,nmap",Adtran | Adtran
000150,"GILAT COMMUNICATIONS, LTD.",ieee,1.0,"wireshark,nmap",GilatCommuni | Gilat Communications
000151,Ensemble Communications,ieee,1.0,"wireshark,nmap",EnsembleComm | Ensemble Communications
000152,CHROMATEK INC.,ieee,1.0,"wireshark,nmap",Chromatek | Chromatek
000153,ARCHTEK TELECOM CORPORATION,ieee,1.0,"wireshark,nmap",ArchtekTelec | Archtek Telecom
000154,G3M Corporation,ieee,1.0,"wireshark,nmap",G3M | G3M
000155,"Promise Technology, Inc.",ieee,1.0,"wireshark,nmap",PromiseTechn | Promise Technology
000156,"FIREWIREDIRECT.COM, INC.",ieee,1.0,"wireshark,nmap",Firewiredire | FIREWIREDIRECT.COM
000157,"SYSWAVE CO., LTD",ieee,1.0,"wireshark,nmap",Syswave | Syswave
000158,Electro Industries/Gauge Tech,ieee,1.0,"wireshark,nmap",ElectroIndus | Electro Industries/Gauge Tech
000159,S1 Corporation,ieee,1.0,"wireshark,nmap",S1 | S1
00015A,Digital Video Broadcasting,ieee,1.0,"wireshark,nmap",DigitalVideo | Digital Video Broadcasting
00015B,ITALTEL S.p.A/RF-UP-I,ieee,1.0,"wireshark,nmap",ITALTELRFUPI | Italtel S.p.A/RF-UP-I
00015C,CADANT INC.,ieee,1.0,"wireshark,nmap",Cadant | Cadant
00015D,Oracle Corporation,ieee,1.0,"wireshark,nmap",Oracle | Oracle
00015E,"BEST TECHNOLOGY CO., LTD.",ieee,1.0,"wireshark,nmap",BestTechnolo | Best Technology
00015F,DIGITAL DESIGN GmbH,ieee,1.0,"wireshark,nmap",DIGITALDESIG | Digital Design GmbH
000160,"ELMEX Co., LTD.",ieee,1.0,"wireshark,nmap",ELMEX | Elmex
000161,Meta Machine Technology,ieee,1.0,"wireshark,nmap",MetaMachineT | Meta Machine Technology
000162,"Cygnet Technologies, Inc.",ieee,1.0,"wireshark,nmap",CygnetTechno | Cygnet Technologies
000163,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
000164,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
000165,AirSwitch Corporation,ieee,1.0,"wireshark,nmap",AirSwitch | AirSwitch
000166,TC GROUP A/S,ieee,1.0,"wireshark,nmap",TcGroup | TC Group A/S
000167,HIOKI E.E. CORPORATION,ieee,1.0,"wireshark,nmap",HiokiEE | Hioki E.E.
000168,VITANA CORPORATION,ieee,1.0,"wireshark,nmap",Vitana | Vitana
000169,Celestix Networks Pte Ltd.,ieee,1.0,"wireshark,nmap",CelestixNetw | Celestix Networks Pte
00016A,ALITEC,ieee,1.0,"wireshark,nmap",Alitec | Alitec
00016B,"LightChip, Inc.",ieee,1.0,"wireshark,nmap",LightChip | LightChip
00016C,FOXCONN,ieee,1.0,"wireshark,nmap",Foxconn | Foxconn
00016D,CarrierComm Inc.,ieee,1.0,"wireshark,nmap",CarrierComm | CarrierComm
00016E,Conklin Corporation,ieee,1.0,"wireshark,nmap",Conklin | Conklin
00016F,Inkel Corp.,ieee,1.0,"wireshark,nmap",Inkel | Inkel
000170,ESE Embedded System Engineer'g,ieee,1.0,"wireshark,nmap",ESEEmbeddedS | ESE Embedded System Engineer'g
000171,Allied Data Technologies,ieee,1.0,"wireshark,nmap",AlliedDataTe | Allied Data Technologies
000172,"TechnoLand Co., LTD.",ieee,1.0,"wireshark,nmap",TechnoLand | TechnoLand
000173,AMCC,ieee,1.0,"wireshark,nmap",Amcc | Amcc
000174,CyberOptics Corporation,ieee,1.0,"wireshark,nmap",CyberOptics | CyberOptics
000175,Radiant Communications Corp.,ieee,1.0,"wireshark,nmap",RadiantCommu | Radiant Communications
000176,Orient Silver Enterprises,ieee,1.0,"wireshark,nmap",OrientSilver | Orient Silver Enterprises
000177,EDSL,ieee,1.0,"wireshark,nmap",Edsl | Edsl
000178,"MARGI Systems, Inc.",ieee,1.0,"wireshark,nmap",MARGI | Margi Systems
000179,"WIRELESS TECHNOLOGY, INC.",ieee,1.0,"wireshark,nmap",WirelessTech | Wireless Technology
00017A,"Chengdu Maipu Electric Industrial Co., Ltd.",ieee,1.0,"wireshark,nmap",MaipuElectri | Chengdu Maipu Electric Industrial
00017B,Heidelberger Druckmaschinen AG,ieee,1.0,"wireshark,nmap",Heidelberger | Heidelberger Druckmaschinen AG
00017C,AG-E GmbH,ieee,1.0,"wireshark,nmap",AGE | AG-E GmbH
00017D,ThermoQuest,ieee,1.0,"wireshark,nmap",ThermoQuest | ThermoQuest
00017E,"ADTEK System Science Co., Ltd.",ieee,1.0,"wireshark,nmap",ADTEKSystemS | Adtek System Science
00017F,Experience Music Project,ieee,1.0,"wireshark,nmap",ExperienceMu | Experience Music Project
000180,"AOpen, Inc.",ieee,1.0,"wireshark,nmap",AOpen | AOpen
000181,Nortel Networks,ieee,1.0,"wireshark,nmap",NortelNetwor | Nortel Networks
000182,DICA TECHNOLOGIES AG,ieee,1.0,"wireshark,nmap",DicaTechnolo | Dica Technologies AG
000183,ANITE TELECOMS,ieee,1.0,"wireshark,nmap",AniteTelecom | Anite Telecoms
000184,SIEB & MEYER AG,ieee,1.0,"wireshark,nmap",SiebMeyer | Sieb & Meyer AG
000185,"Hitachi Aloka Medical, Ltd.",ieee,1.0,"wireshark,nmap",HitachiAloka | Hitachi Aloka Medical
000186,Uwe Disch,ieee,1.0,"wireshark,nmap",UweDisch | Uwe Disch
000187,I2SE GmbH,ieee,1.0,"wireshark,nmap",I2SE | I2SE GmbH
000188,LXCO Technologies ag,ieee,1.0,"wireshark,nmap",LXCOTechnolo | Lxco Technologies ag
000189,"Refraction Technology, Inc.",ieee,1.0,"wireshark,nmap",RefractionTe | Refraction Technology
00018A,ROI COMPUTER AG,ieee,1.0,"wireshark,nmap",RoiComputer | ROI Computer AG
00018B,"NetLinks Co., Ltd.",ieee,1.0,"wireshark,nmap",NetLinks | NetLinks
00018C,Mega Vision,ieee,1.0,"wireshark,nmap",MegaVision | Mega Vision
00018D,AudeSi Technologies,ieee,1.0,"wireshark,nmap",AudeSiTechno | AudeSi Technologies
00018E,Logitec Corporation,ieee,1.0,"wireshark,nmap",Logitec | Logitec
00018F,"Kenetec, Inc.",ieee,1.0,"wireshark,nmap",Kenetec | Kenetec
000190,SMK-M,ieee,1.0,"wireshark,nmap",SmkM | SMK-M
000191,SYRED Data Systems,ieee,1.0,"wireshark,nmap",SYREDData | Syred Data Systems
000192,Texas Digital Systems,ieee,1.0,"wireshark,nmap",TexasDigital | Texas Digital Systems
000193,"Hanbyul Telecom Co., Ltd.",ieee,1.0,"wireshark,nmap",HanbyulTelec | Hanbyul Telecom
000194,Capital Equipment Corporation,ieee,1.0,"wireshark,nmap",CapitalEquip | Capital Equipment
000195,"Sena Technologies, Inc.",ieee,1.0,"wireshark,nmap",SenaTechnolo | Sena Technologies
000196,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
000197,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
000198,Darim Vision,ieee,1.0,"wireshark,nmap",DarimVision | Darim Vision
000199,HeiSei Electronics,ieee,1.0,"wireshark,nmap",HeiSeiElectr | HeiSei Electronics
00019A,LEUNIG GmbH,ieee,1.0,"wireshark,nmap",LEUNIG | Leunig GmbH
00019B,"Kyoto Microcomputer Co., Ltd.",ieee,1.0,"wireshark,nmap",KyotoMicroco | Kyoto Microcomputer
00019C,Lumentum,ieee,1.0,"wireshark,nmap",Lumentum | Lumentum
00019D,"E-Control Systems, Inc.",ieee,1.0,"wireshark,nmap",EControl | E-Control Systems
00019E,"ESS Technology, Inc.",ieee,1.0,"wireshark,nmap",ESSTechnolog | ESS Technology
00019F,ReadyNet,ieee,1.0,"wireshark,nmap",ReadyNet | ReadyNet
0001A0,Infinilink Corporation,ieee,1.0,"wireshark,nmap",Infinilink | Infinilink
0001A1,"Mag-Tek, Inc.",ieee,1.0,"wireshark,nmap",MagTek | Mag-Tek
0001A2,"Logical Co., Ltd.",ieee,1.0,"wireshark,nmap",Logical | Logical
0001A3,"GENESYS LOGIC, INC.",ieee,1.0,"wireshark,nmap",GenesysLogic | Genesys Logic
0001A4,Microlink Corporation,ieee,1.0,"wireshark,nmap",Microlink | Microlink
0001A5,"Nextcomm, Inc.",ieee,1.0,"wireshark,nmap",Nextcomm | Nextcomm
0001A6,Scientific-Atlanta Arcodan A/S,ieee,1.0,"wireshark,nmap",ScientificAt | Scientific-Atlanta Arcodan A/S
0001A7,UNEX TECHNOLOGY CORPORATION,ieee,1.0,"wireshark,nmap",UnexTechnolo | Unex Technology
0001A8,"Welltech Computer Co., Ltd.",ieee,1.0,"wireshark,nmap",WelltechComp | Welltech Computer
0001A9,BMW AG,ieee,1.0,"wireshark,nmap",Bmw | BMW AG
0001AA,"Airspan Communications, Ltd.",ieee,1.0,"wireshark,nmap",AirspanCommu | Airspan Communications
0001AB,Main Street Networks,ieee,1.0,"wireshark,nmap",MainStreetNe | Main Street Networks
0001AC,"Sitara Networks, Inc.",ieee,1.0,"wireshark,nmap",SitaraNetwor | Sitara Networks
0001AD,"Coach Master International  d.b.a. CMI Worldwide, Inc.",ieee,1.0,"wireshark,nmap",CoachMasterI | Coach Master International  d.b.a. CMI Worldwide
0001AE,Trex Enterprises,ieee,1.0,"wireshark,nmap",TrexEnterpri | Trex Enterprises
0001AF,Artesyn Embedded Technologies,ieee,1.0,"wireshark,nmap",ArtesynEmbed | Artesyn Embedded Technologies
0001B0,"Fulltek Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",FulltekTechn | Fulltek Technology
0001B1,General Bandwidth,ieee,1.0,"wireshark,nmap",GeneralBandw | General Bandwidth
0001B2,"Digital Processing Systems, Inc.",ieee,1.0,"wireshark,nmap",DigitalProce | Digital Processing Systems
0001B3,Precision Electronic Manufacturing,ieee,1.0,"wireshark,nmap",PrecisionEle | Precision Electronic Manufacturing
0001B4,"Wayport, Inc.",ieee,1.0,"wireshark,nmap",Wayport | Wayport
0001B5,"Turin Networks, Inc.",ieee,1.0,"wireshark,nmap",TurinNetwork | Turin Networks
0001B6,"SAEJIN T&M Co., Ltd.",ieee,1.0,"wireshark,nmap",SAEJINT&M | Saejin T&M
0001B7,"Centos, Inc.",ieee,1.0,"wireshark,nmap",Centos | Centos
0001B8,"Netsensity, Inc.",ieee,1.0,"wireshark,nmap",Netsensity | Netsensity
0001B9,SKF (U.K.) Limited,ieee,1.0,"wireshark,nmap",SKF | SKF (U.K.) Limited
0001BA,"IC-Net, Inc.",ieee,1.0,"wireshark,nmap",ICNet | IC-Net
0001BB,Frequentis,ieee,1.0,"wireshark,nmap",Frequentis | Frequentis
0001BC,Brains Corporation,ieee,1.0,"wireshark,nmap",Brains | Brains
0001BD,"Peterson Electro-Musical Products, Inc.",ieee,1.0,"wireshark,nmap",PetersonElec | Peterson Electro-Musical Products
0001BE,"Gigalink Co., Ltd.",ieee,1.0,"wireshark,nmap",Gigalink | Gigalink
0001BF,"Teleforce Co., Ltd.",ieee,1.0,"wireshark,nmap",Teleforce | Teleforce
0001C0,"CompuLab, Ltd.",ieee,1.0,"wireshark,nmap",CompuLab | CompuLab
0001C1,Vitesse Semiconductor Corporation,ieee,1.0,"wireshark,nmap",VitesseSemic | Vitesse Semiconductor
0001C2,ARK Research Corp.,ieee,1.0,"wireshark,nmap",ARKResearch | ARK Research
0001C3,"Acromag, Inc.",ieee,1.0,"wireshark,nmap",Acromag | Acromag
0001C4,"NeoWave, Inc.",ieee,1.0,"wireshark,nmap",NeoWave | NeoWave
0001C5,Simpler Networks,ieee,1.0,"wireshark,nmap",SimplerNetwo | Simpler Networks
0001C6,Quarry Technologies,ieee,1.0,"wireshark,nmap",QuarryTechno | Quarry Technologies
0001C7,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
0001C8,CONRAD CORP.,ieee,1.0,"wireshark,nmap",ThomasConrad | Thomas Conrad
0001C9,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
0001CA,"Geocast Network Systems, Inc.",ieee,1.0,"wireshark,nmap",GeocastNetwo | Geocast Network Systems
0001CB,EVR,ieee,1.0,"wireshark,nmap",Evr | EVR
0001CC,Brand Maker Enabler Inc.,ieee,1.0,"wireshark,nmap",BrandMakerEn | Brand Maker Enabler
0001CD,ARtem,ieee,1.0,"wireshark,nmap",ARtem | ARtem
0001CE,"Custom Micro Products, Ltd.",ieee,1.0,"wireshark,nmap",CustomMicroP | Custom Micro Products
0001CF,"Alpha Data Parallel Systems, Ltd.",ieee,1.0,"wireshark,nmap",AlphaDataPar | Alpha Data Parallel Systems
0001D0,"VitalPoint, Inc.",ieee,1.0,"wireshark,nmap",VitalPoint | VitalPoint
0001D1,"CoNet Communications, Inc.",ieee,1.0,"wireshark,nmap",CoNetCommuni | CoNet Communications
0001D2,"inXtron, Inc.",ieee,1.0,"wireshark,nmap",inXtron | inXtron
0001D3,"PAXCOMM, Inc.",ieee,1.0,"wireshark,nmap",PAXCOMM | Paxcomm
0001D4,"Leisure Time, Inc.",ieee,1.0,"wireshark,nmap",LeisureTime | Leisure Time
0001D5,"HAEDONG INFO & COMM CO., LTD",ieee,1.0,"wireshark,nmap",HaedongInfoC | Haedong Info & Comm
0001D6,manroland AG,ieee,1.0,"wireshark,nmap",manroland | manroland AG
0001D7,F5 Inc.,ieee,1.0,"wireshark,nmap",F5 | F5
0001D8,"Teltronics, Inc.",ieee,1.0,"wireshark,nmap",Teltronics | Teltronics
0001D9,"Sigma, Inc.",ieee,1.0,"wireshark,nmap",Sigma | Sigma
0001DA,WINCOMM Corporation,ieee,1.0,"wireshark,nmap",WINCOMM | Wincomm
0001DB,Freecom Technologies GmbH,ieee,1.0,"wireshark,nmap",FreecomTechn | Freecom Technologies GmbH
0001DC,Activetelco,ieee,1.0,"wireshark,nmap",Activetelco | Activetelco
0001DD,Avail Networks,ieee,1.0,"wireshark,nmap",AvailNetwork | Avail Networks
0001DE,"Trango Systems, Inc.",ieee,1.0,"wireshark,nmap",Trango | Trango Systems
0001DF,"ISDN Communications, Ltd.",ieee,1.0,"wireshark,nmap",ISDNCommunic | Isdn Communications
0001E0,"Fast Systems, Inc.",ieee,1.0,"wireshark,nmap",Fast | Fast Systems
0001E1,"Kinpo Electronics, Inc.",ieee,1.0,"wireshark,nmap",KinpoElectro | Kinpo Electronics
0001E2,Ando Electric Corporation,ieee,1.0,"wireshark,nmap",AndoElectric | Ando Electric
0001E3,Siemens AG,ieee,1.0,"wireshark,nmap",Siemens | Siemens AG
0001E4,"Sitera, Inc.",ieee,1.0,"wireshark,nmap",Sitera | Sitera
0001E5,"Supernet, Inc.",ieee,1.0,"wireshark,nmap",Supernet | Supernet
0001E6,Hewlett Packard,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard
0001E7,Hewlett Packard,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard
0001E8,"Force10 Networks, Inc.",ieee,1.0,"wireshark,nmap",Force10Netwo | Force10 Networks
0001E9,Litton Marine Systems B.V.,ieee,1.0,"wireshark,nmap",LittonMarine | Litton Marine Systems
0001EA,Cirilium Corp.,ieee,1.0,"wireshark,nmap",Cirilium | Cirilium
0001EB,C-COM Corporation,ieee,1.0,"wireshark,nmap",CCOM | C-COM
0001EC,Ericsson Group,ieee,1.0,"wireshark,nmap",EricssonGrou | Ericsson Group
0001ED,SETA Corp.,ieee,1.0,"wireshark,nmap",SETA | Seta
0001EE,"Comtrol Europe, Ltd.",ieee,1.0,"wireshark,nmap",ComtrolEurop | Comtrol Europe
0001EF,Camtel Technology Corp.,ieee,1.0,"wireshark,nmap",CamtelTechno | Camtel Technology
0001F0,"Tridium, Inc.",ieee,1.0,"wireshark,nmap",Tridium | Tridium
0001F1,"Innovative Concepts, Inc.",ieee,1.0,"wireshark,nmap",InnovativeCo | Innovative Concepts
0001F2,"Mark of the Unicorn, Inc.",ieee,1.0,"wireshark,nmap",MarkUnicorn | Mark of the Unicorn
0001F3,"QPS, Inc.",ieee,1.0,"wireshark,nmap",QPS | QPS
0001F4,Enterasys,ieee,1.0,"wireshark,nmap",Enterasys | Enterasys
0001F5,ERIM S.A.,ieee,1.0,"wireshark,nmap",Erim | Erim
0001F6,Association of Musical Electronics Industry,ieee,1.0,"wireshark,nmap",AssociationM | Association of Musical Electronics Industry
0001F7,"Image Display Systems, Inc.",ieee,1.0,"wireshark,nmap",ImageDisplay | Image Display Systems
0001F8,TEXIO TECHNOLOGY CORPORATION,ieee,1.0,"wireshark,nmap",TexioTechnol | Texio Technology
0001F9,TeraGlobal Communications Corp.,ieee,1.0,"wireshark,nmap",TeraGlobalCo | TeraGlobal Communications
0001FA,HOROSCAS,ieee,1.0,"wireshark,nmap",Horoscas | Horoscas
0001FB,"DoTop Technology, Inc.",ieee,1.0,"wireshark,nmap",DoTopTechnol | DoTop Technology
0001FC,Keyence Corporation,ieee,1.0,"wireshark,nmap",Keyence | Keyence
0001FD,"Digital Voice Systems, Inc.",ieee,1.0,"wireshark,nmap",DigitalVoice | Digital Voice Systems
0001FE,DIGITAL EQUIPMENT CORPORATION,ieee,1.0,"wireshark,nmap",DigitalEquip | Digital Equipment
0001FF,"Data Direct Networks, Inc.",ieee,1.0,"wireshark,nmap",DataDirectNe | Data Direct Networks
000200,"Net & Sys Co., Ltd.",ieee,1.0,"wireshark,nmap",NetSys | Net & Sys
000201,IFM Electronic gmbh,ieee,1.0,"wireshark,nmap",IFMElectroni | IFM Electronic gmbh
000202,"Amino Communications, Ltd.",ieee,1.0,"wireshark,nmap",AminoCommuni | Amino Communications
000203,"Woonsang Telecom, Inc.",ieee,1.0,"wireshark,nmap",WoonsangTele | Woonsang Telecom
000204,Bodmann Industries Elektronik GmbH,ieee,1.0,"wireshark,nmap",BodmannIndus | Bodmann Industries Elektronik GmbH
000205,"Hitachi Denshi, Ltd.",ieee,1.0,"wireshark,nmap",HitachiDensh | Hitachi Denshi
000206,Telital R&D Denmark A/S,ieee,1.0,"wireshark,nmap",TelitalR&DDe | Telital R&D Denmark A/S
000207,VisionGlobal Network Corp.,ieee,1.0,"wireshark,nmap",VisionGlobal | VisionGlobal Network
000208,"Unify Networks, Inc.",ieee,1.0,"wireshark,nmap",UnifyNetwork | Unify Networks
000209,"Shenzhen SED Information Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",SEDInformati | Shenzhen SED Information Technology
00020A,Gefran Spa,ieee,1.0,"wireshark,nmap",Gefran | Gefran Spa
00020B,"Native Networks, Inc.",ieee,1.0,"wireshark,nmap",NativeNetwor | Native Networks
00020C,Metro-Optix,ieee,1.0,"wireshark,nmap",MetroOptix | Metro-Optix
00020D,Micronpc.com,ieee,1.0,"wireshark,nmap",Micronpccom | Micronpc.com
00020E,ECI Telecom Ltd.,ieee,1.0,"wireshark,nmap",ECITelecom | ECI Telecom
00020F,AATR,ieee,1.0,"wireshark,nmap",Aatr | Aatr
000210,Fenecom,ieee,1.0,"wireshark,nmap",Fenecom | Fenecom
000211,Nature Worldwide Technology Corp.,ieee,1.0,"wireshark,nmap",NatureWorldw | Nature Worldwide Technology
000212,SierraCom,ieee,1.0,"wireshark,nmap",SierraCom | SierraCom
000213,S.D.E.L.,ieee,1.0,"wireshark,nmap",SDEL | S.D.E.L.
000214,DTVRO,ieee,1.0,"wireshark,nmap",Dtvro | Dtvro
000215,Cotas Computer Technology A/B,ieee,1.0,"wireshark,nmap",CotasCompute | Cotas Computer Technology A/B
000216,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
000217,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
000218,Advanced Scientific Corp,ieee,1.0,"wireshark,nmap",AdvancedScie | Advanced Scientific
000219,Paralon Technologies,ieee,1.0,"wireshark,nmap",ParalonTechn | Paralon Technologies
00021A,Zuma Networks,ieee,1.0,"wireshark,nmap",ZumaNetworks | Zuma Networks
00021B,Kollmorgen-Servotronix,ieee,1.0,"wireshark,nmap",KollmorgenSe | Kollmorgen-Servotronix
00021C,"Network Elements, Inc.",ieee,1.0,"wireshark,nmap",NetworkEleme | Network Elements
00021D,Data General Communication Ltd.,ieee,1.0,"wireshark,nmap",DataGeneralC | Data General Communication
00021E,SIMTEL S.R.L.,ieee,1.0,"wireshark,nmap",Simtel | Simtel S.R.L.
00021F,Aculab PLC,ieee,1.0,"wireshark,nmap",Aculab | Aculab PLC
000220,CANON FINETECH INC.,ieee,1.0,"wireshark,nmap",CanonFinetec | Canon Finetech
000221,"DSP Application, Ltd.",ieee,1.0,"wireshark,nmap",DSPApplicati | DSP Application
000222,"Chromisys, Inc.",ieee,1.0,"wireshark,nmap",Chromisys | Chromisys
000223,ClickTV,ieee,1.0,"wireshark,nmap",ClickTV | ClickTV
000224,C-COR,ieee,1.0,"wireshark,nmap",CCor | C-COR
000225,One Stop Systems,ieee,1.0,"wireshark,nmap",OneStop | One Stop Systems
